Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
12.960171700,-71.18964,107.5497,-693.5396,-0.6030572,-0.6709942,0.4083215,-3.18023,30.85999,-41.88765,1029.444
12.980339050,-66.99115,214.4428,-758.8954,-0.802211,-0.5487493,0.5532199,-3.18023,30.85999,-41.88765,1029.443
13.000506878,-63.10137,279.7564,-772.3815,-0.9671168,-0.4137488,0.8972982,-19.6638,27.57649,-45.37513,1029.443
13.020674229,-111.1371,316.4089,-732.6555,-1.140982,-0.215841,1.110001,-19.6638,27.57649,-45.37513,1029.441
13.040841579,-210.0487,316.0483,-680.2976,-1.167579,-0.1049422,1.496899,-26.44765,14.33776,-55.15755,1029.441
13.061009407,-290.314,297.662,-565.6962,-1.116041,0.1858548,1.790887,-26.44765,14.33776,-55.15755,1029.444
13.081176281,-338.041,237.3356,-400.6896,-0.8368924,0.3498202,2.063008,-26.44765,14.33776,-55.15755,1029.444
13.098823071,-351.8096,128.8802,-263.5096,-0.5177621,0.3529433,2.299457,-10.61317,5.600094,-60.81054,1029.444
13.118990898,-382.9279,-53.60116,-121.7529,-0.2002286,0.3135967,2.354034,-10.61317,5.600094,-60.81054,1029.444
13.139158249,-374.5309,-246.177,-28.57054,-0.1075646,0.04917196,2.270443,0.6868463,23.49886,-51.84472,1029.443
13.159326077,-423.925,-416.1605,18.23421,-0.2060253,-0.1526186,2.131202,0.6868463,23.49886,-51.84472,1029.443
13.179492950,-561.0552,-570.101,74.49754,-0.1733294,-0.09030011,1.942026,-7.498408,42.09949,-35.98903,1029.447
13.199660301,-655.5831,-677.3546,141.9281,-0.1696281,-0.03127633,1.687554,-7.498408,42.09949,-35.98903,1029.447
13.219828129,-591.0621,-701.329,221.9294,-0.1705956,0.2576629,1.338601,-7.498408,42.09949,-35.98903,1029.447
13.239995480,-388.9787,-655.3632,300.5882,-0.2419634,0.3225744,0.8895772,-22.68828,56.45734,-0.6466274,1029.446
13.260163307,-191.3407,-593.9552,402.863,-0.497732,0.3031358,0.6037365,-22.68828,56.45734,-0.6466274,1029.446
13.280330658,-81.43891,-570.7018,519.7224,-1.020085,-0.1410735,0.2776229,-16.28884,61.41787,29.14049,1029.445
13.300497532,99.7138,-527.1995,587.7021,-1.459334,-0.4446399,0.3412841,-16.28884,61.41787,29.14049,1029.445
13.320665836,299.5128,-469.8174,474.9313,-1.555259,-0.6836565,0.6717344,-16.28884,61.41787,29.14049,1029.445
13.340832710,219.3092,-525.2768,397.1878,-1.339671,-1.533144,1.014562,17.55411,58.32787,21.65166,1029.445
13.361000538,110.5188,-578.6332,357.1567,-1.260944,-1.833994,0.4615972,17.55411,58.32787,21.65166,1029.45
13.381167888,166.828,-406.4867,136.6801,-1.059497,-1.915991,-0.1543619,45.3505,44.72647,-4.925539,1029.45
13.398814678,183.0045,-230.9152,-72.01901,-0.6827369,-1.826784,-0.1026479,45.3505,44.72647,-4.925539,1029.45
13.418981552,156.27,-165.0007,-190.648,-0.6744409,-1.372182,0.3139252,45.3505,44.72647,-4.925539,1029.45
13.439149380,125.7074,-189.636,-278.3993,-0.5652393,-0.7993021,0.7145031,46.8756,27.92574,-22.6108,1029.449
13.459316730,123.9786,-255.6105,-335.0287,-0.3807355,-0.5818379,0.8577012,46.8756,27.92574,-22.6108,1029.449
13.479484558,131.2025,-313.3532,-352.4203,-0.3492441,-0.573638,0.7286432,38.89642,27.54237,-30.38851,1029.453
13.499651909,134.4131,-332.9413,-398.8589,-0.3159339,-0.7228001,0.5822172,38.89642,27.54237,-30.38851,1029.453
13.519819260,97.05887,-299.8339,-465.3131,-0.1515314,-1.023607,0.3803063,22.58681,32.33601,-37.35522,1029.452
13.539987087,93.66302,-212.7091,-567.2828,-0.388083,-0.9686852,0.08646556,22.58681,32.33601,-37.35522,1029.452
13.560153961,176.0894,-61.59261,-628.7331,-0.4644267,-0.9217045,-0.08597511,22.58681,32.33601,-37.35522,1029.45
13.580321789,187.5117,74.38217,-614.7588,-0.4987802,-0.6440312,0.143793,1.014989,33.1821,-41.77967,1029.45
13.600489139,66.00236,151.5327,-561.3635,-0.4026922,-0.5416237,0.3445898,1.014989,33.1821,-41.77967,1029.452
13.620656490,-135.4019,202.6059,-526.5193,-0.3478684,-0.4681786,0.6411579,-18.41692,24.5968,-45.83969,1029.452
13.640824318,-193.4399,256.8035,-514.7418,-0.4148188,-0.4145641,0.8447906,-18.41692,24.5968,-45.83969,1029.451
13.660991669,-106.4447,303.1299,-542.3243,-0.514869,-0.3095807,1.053294,-18.41692,24.5968,-45.83969,1029.451
13.681158543,27.28976,305.5333,-545.0093,-0.5410811,-0.1122171,1.158793,-20.25692,12.11011,-50.52285,1029.453
13.698805332,26.0549,272.9666,-483.8032,-0.5200002,0.1547059,1.497542,-20.25692,12.11011,-50.52285,1029.453
13.718973160,-91.25598,179.8933,-359.0719,-0.3662743,0.307299,1.553367,-10.83742,10.46027,-55.36845,1029.452
13.739140510,-158.2467,72.0989,-283.0981,-0.4160552,0.3005585,1.599407,-10.83742,10.46027,-55.36845,1029.452
13.759308338,-99.46774,22.64807,-226.7737,-0.4121598,0.2077434,1.648092,-10.83742,10.46027,-55.36845,1029.454
13.779475212,-104.5306,-40.08179,-177.1008,-0.3176897,0.1614247,1.642055,3.122636,8.371916,-55.5223,1029.454
13.799642563,-128.9807,-109.5413,-135.6661,-0.2222513,0.1151442,1.48788,3.122636,8.371916,-55.5223,1029.455
13.819810390,-136.0193,-158.9921,-107.7786,-0.1529525,0.01508335,1.410649,4.782426,16.35468,-55.45104,1029.455
13.839977741,-149.1088,-192.8807,-81.17249,-0.08564686,-0.1138849,1.351129,4.782426,16.35468,-55.45104,1029.454
13.860145569,-152.6281,-217.9967,-45.84008,-0.0529572,-0.1321693,1.295335,-3.99814,24.55043,-51.85343,1029.454
13.880312920,-172.8179,-244.1942,-11.42304,0.02651408,-0.1819886,1.270844,-3.99814,24.55043,-51.85343,1029.455
13.900479794,-193.9339,-278.0226,37.94468,0.03212089,-0.09798373,1.196904,-3.99814,24.55043,-51.85343,1029.455
13.920647621,-234.684,-315.276,119.4716,0.07463466,0.09190226,1.205927,-16.26524,31.47303,-46.60686,1029.458
13.940814972,-270.1242,-361.0015,240.6635,0.06832121,0.1816537,1.167302,-16.26524,31.47303,-46.60686,1029.458
13.960982800,-270.5564,-399.8171,356.2413,0.04945255,0.1545884,1.115036,-30.17376,38.22813,-32.42197,1029.458
13.981150150,-218.7544,-410.9931,425.0754,-0.07688989,0.03663391,1.002126,-30.17376,38.22813,-32.42197,1029.458
13.998796940,-202.0839,-410.1519,446.9217,-0.2132746,-0.06395593,0.8847353,-30.17376,38.22813,-32.42197,1029.458
14.018963814,-184.9195,-417.1219,474.2601,-0.3809088,-0.2047536,0.6930462,-36.20687,49.20712,-11.75655,1029.458
14.039131641,-122.683,-424.2721,503.4902,-0.5347981,-0.3527429,0.6628948,-36.20687,49.20712,-11.75655,1029.458
14.059298992,-50.07369,-428.0576,526.679,-0.6691605,-0.4515626,0.6642547,-22.99533,63.16611,6.67642,1029.457
14.079466343,38.09471,-411.3536,524.177,-0.726375,-0.5337195,0.6999681,-22.99533,63.16611,6.67642,1029.457
14.099634171,138.5499,-327.3533,469.6223,-0.7280084,-0.8497842,0.6434739,5.893382,66.32161,7.251681,1029.458
14.119801044,177.6947,-270.8724,434.7171,-0.509083,-0.7943777,0.6674773,5.893382,66.32161,7.251681,1029.458
14.139969349,129.1033,-267.3273,391.2076,-0.5308688,-0.6430076,0.857895,5.893382,66.32161,7.251681,1029.456
14.160136223,81.06754,-293.0442,334.8832,-0.5231091,-0.8235585,0.7874481,32.70613,54.83951,-7.717875,1029.456
14.180303574,57.54362,-316.8983,237.5514,-0.4257319,-1.08427,0.5842792,32.70613,54.83951,-7.717875,1029.455
14.200471401,46.9239,-310.8296,126.1841,-0.3057526,-1.191649,0.4095592,43.53738,35.85489,-20.32582,1029.455
14.220638752,22.84429,-276.3402,2.673308,-0.3070668,-1.198384,0.3997599,43.53738,35.85489,-20.32582,1029.456
14.240805626,1.543105,-244.4345,-108.2668,-0.4158912,-1.131494,0.5104282,43.53738,35.85489,-20.32582,1029.456
14.260973930,5.618114,-222.443,-189.7937,-0.4908409,-1.015518,0.5903978,39.77311,24.18093,-30.86493,1029.456
14.281140804,26.24013,-203.9966,-255.5156,-0.503492,-1.009505,0.5489922,39.77311,24.18093,-30.86493,1029.456
14.301308632,34.4519,-180.8034,-317.5761,-0.5272711,-0.976231,0.4840133,30.18556,23.36068,-36.43538,1029.455
14.318955422,29.57423,-146.3741,-370.056,-0.4896895,-1.071314,0.3846027,30.18556,23.36068,-36.43538,1029.455
14.339122772,20.37459,-93.61848,-425.6481,-0.4908576,-1.147836,0.2531509,30.18556,23.36068,-36.43538,1029.453
14.359289646,8.334787,-25.78131,-482.5217,-0.5156655,-1.024496,0.3228037,17.35933,26.94925,-38.86808,1029.453
14.379457474,-15.99179,37.00864,-521.5154,-0.4856237,-0.9004162,0.4698345,17.35933,26.94925,-38.86808,1029.455
14.399624824,-42.72632,94.87152,-539.6393,-0.4235518,-0.7951919,0.6170332,4.167707,29.4459,-39.97623,1029.455
14.419792175,-42.97329,143.361,-599.9301,-0.352007,-0.6983597,0.7457415,4.167707,29.4459,-39.97623,1029.454
14.439960003,-2.099707,171.7216,-670.5339,-0.3059422,-0.6875787,0.9212675,-8.609892,30.75197,-40.64378,1029.454
14.460127354,49.45534,192.211,-739.246,-0.4501264,-0.6205927,0.9560784,-8.609892,30.75197,-40.64378,1029.455
14.480295181,87.48877,213.6617,-747.301,-0.6511508,-0.4185692,0.9492345,-8.609892,30.75197,-40.64378,1029.455
14.500462055,28.70984,228.8034,-681.274,-0.7703598,-0.2281753,1.042741,-19.58745,25.71971,-46.74369,1029.459
14.520629406,-79.64838,190.6487,-563.0721,-0.6529249,0.1338881,1.23904,-19.58745,25.71971,-46.74369,1029.459
14.540797233,-131.1417,147.3867,-460.6143,-0.5322723,0.2189045,1.328064,-20.84942,8.343195,-54.62008,1029.458
14.560964584,-154.5421,92.52817,-372.558,-0.5160405,0.2504119,1.417575,-20.84942,8.343195,-54.62008,1029.458
14.581131935,-172.7562,57.0173,-324.2277,-0.5098004,0.267122,1.509153,-20.84942,8.343195,-54.62008,1029.458
14.598778248,-127.8076,40.91423,-280.1689,-0.4612956,0.3667597,1.508534,-11.40872,3.609223,-58.54456,1029.458
14.618946075,-91.00901,7.746721,-198.642,-0.3398909,0.3864537,1.565757,-11.40872,3.609223,-58.54456,1029.462
14.639113426,-101.4435,-43.08609,-138.7783,-0.2288999,0.1499362,1.546514,-7.812181,12.03218,-56.57349,1029.462
14.659280777,-96.44236,-79.55834,-119.9222,-0.1899611,-0.04034853,1.389088,-7.812181,12.03218,-56.57349,1029.463
14.679448605,-81.68588,-85.32661,-108.6939,-0.04570559,0.008334835,1.313332,-7.812181,12.03218,-56.57349,1029.463
14.699615478,-42.29412,-82.38239,-86.05434,-0.08146583,0.05640503,1.253945,-11.49916,16.88642,-54.33526,1029.462
14.719783306,-32.1066,-81.06049,-79.6469,-0.005912286,-0.1366822,1.250976,-11.49916,16.88642,-54.33526,1029.462
14.739950657,-36.11987,-104.3739,-80.80634,0.013709,-0.09542528,1.295829,-18.92741,18.98026,-51.75382,1029.468
14.760118008,-70.14002,-138.623,-75.61938,0.04786946,-0.1259874,1.303472,-18.92741,18.98026,-51.75382,1029.468
14.780285835,-94.52834,-181.6446,-69.63911,0.09312673,-0.1130923,1.265756,-25.13649,17.6687,-46.50327,1029.467
14.800453186,-92.67606,-214.0911,-63.35373,0.1087611,-0.1075576,1.227797,-25.13649,17.6687,-46.50327,1029.467
14.820620060,-99.71471,-239.6877,-46.02315,0.1442901,-0.1512025,1.184496,-25.13649,17.6687,-46.50327,1029.468
14.840787888,-131.2034,-274.6578,-19.11195,0.1917457,-0.1882849,1.188176,-33.66573,15.89475,-38.16183,1029.468
14.860955238,-178.0043,-314.3747,16.34249,0.2626343,-0.1770915,1.076665,-33.66573,15.89475,-38.16183,1029.468
14.881123066,-206.0354,-345.1989,43.37574,0.2897562,-0.1140205,0.947808,-41.87369,14.37557,-25.77426,1029.468
14.901290417,-191.5259,-343.3362,75.29083,0.3176492,-0.05515189,0.7542015,-41.87369,14.37557,-25.77426,1029.467
14.918936729,-184.1168,-334.5636,118.4342,0.2967467,-0.01427547,0.663819,-41.87369,14.37557,-25.77426,1029.467
14.939104080,-168.0637,-322.9069,191.845,0.3419589,-0.02923076,0.6390153,-48.29542,15.13904,-9.286844,1029.467
14.959271908,-157.3205,-305.7223,259.5807,0.2761765,0.0179671,0.3672041,-48.29542,15.13904,-9.286844,1029.468
14.979439259,-140.0944,-284.6922,326.7672,0.1471333,0.0304719,0.2368214,-48.63812,19.06806,7.418492,1029.468
